year,date,n_wells,mean_depth_cm,median_depth_cm,min_depth_cm,max_depth_cm,sd_across_wells_cm,spatial_range_cm
2020,2020-05-11,9,106.61363418724744,106.4061881366,106.075132718605,107.857263254693,0.626669366251778,1.7821305360879904
2020,2020-05-12,9,106.67053099549422,106.425212619202,106.112567239299,107.939041885481,0.6510893754190327,1.8264746461820067
2020,2020-05-13,9,106.69200368235767,106.457619524954,106.110852158687,107.961604774634,0.6625495588782067,1.8507526159470018
2020,2020-05-14,9,106.70373273096477,106.497562586779,106.113766660817,107.960069049741,0.6582544555784638,1.8463023889239878
2020,2020-05-15,9,106.80614024925978,106.663860406988,106.352718076162,107.84171793485,0.5326352816594893,1.4889998586879898
2020,2020-05-16,9,106.79371676333355,106.667794401684,106.430924490077,107.633138147372,0.4374319258952757,1.2022136572949904
2020,2020-05-17,9,106.80458644859623,106.662305052957,106.462822739965,107.602211128774,0.41548143545791544,1.139388388808996
2020,2020-05-18,9,106.79190656229933,106.624046002883,106.465826516607,107.563577779053,0.4027977396346108,1.0977512624460104
2020,2020-05-19,9,106.74344029899066,106.57404379813,106.451959326946,107.398625663647,0.3659713583437783,0.946666336701
2020,2020-05-20,9,106.79966705734655,106.591630702238,106.441116406245,107.708434812979,0.45904068285701094,1.2673184067339918
2020,2020-05-21,9,106.83320472928455,106.658983429997,106.412418394743,107.898046865324,0.5048881840744215,1.4856284705810054
2020,2020-05-22,9,106.86235492203723,106.694238218631,106.402368375631,107.873272958452,0.5023862341689607,1.4709045828210066
2020,2020-05-23,9,106.86333100430956,106.704147467971,106.405922395729,107.85873052585,0.48714329308322624,1.4528081301210136
2020,2020-05-24,9,106.86782892231878,106.715224860644,106.416804056994,107.81238649104,0.4769340141050282,1.3955824340460055
2020,2020-05-25,9,106.87179861150811,106.722103107993,106.43789159561,107.733132420976,0.4512733943169925,1.2952408253660082
2020,2020-05-26,9,106.86121681778701,106.727826024733,106.456499610127,107.663577779053,0.4168467626749724,1.207078168926003
2020,2020-05-27,9,106.88316914289555,106.717658803758,106.493934514814,107.498625663647,0.38845423045769323,1.004691148833004
2020,2020-05-28,9,107.007785861909,106.754757737526,106.578448079367,107.732652713002,0.4686069685033335,1.1542046336349898
2020,2020-05-29,9,107.05257196796988,106.805902180081,106.60856182809,107.832256996401,0.4849676018370364,1.2236951683109965
2020,2020-05-30,9,107.05365934265389,106.800646633829,106.632683922509,107.829234314586,0.4660143919698839,1.1965503920770004
2020,2020-05-31,9,107.04968252829566,106.793490654346,106.64127577201,107.825233409171,0.44070991314101193,1.1839576371610008
2020,2020-06-01,9,107.09126088304723,106.834528732288,106.666369133265,107.847593985988,0.45544062760275356,1.1812248527230054
2020,2020-06-02,9,107.12797313068111,106.889129599389,106.701741436868,107.86238865478,0.45375717229296614,1.1606472179120004
2020,2020-06-03,9,107.1368652293359,106.911617087643,106.727014293647,107.858189553354,0.4339363890267149,1.1311752597069926
2020,2020-06-04,9,107.14626406738633,106.922448870426,106.750589501572,107.875345408718,0.42212398116615135,1.1247559071460103
2020,2020-06-05,9,107.13803115439755,106.915865562407,106.752111781735,107.862229070605,0.4079628541133298,1.1101172888700006
2020,2020-06-06,9,107.13293742403499,106.935777692531,106.761960230222,107.863389865693,0.3918330586207209,1.1014296354709927
2020,2020-06-07,9,107.15899614314444,106.967249556538,106.783653602212,107.884328953315,0.39048341788212626,1.100675351103007
2020,2020-06-08,9,107.19770194316622,106.982563356109,106.807642058181,107.904179011639,0.39479232515418855,1.0965369534579992
2020,2020-06-09,9,107.17070266137489,107.021505607284,106.824970413545,107.899662175893,0.3450896526382936,1.074691762347996
2020,2020-06-10,9,107.16906389484744,107.044384768992,106.845293242513,107.882771766202,0.31931126531442794,1.0374785236890034
2020,2020-06-11,9,107.17543303439389,107.050145849266,106.859155101437,107.893817790724,0.31428943227406386,1.0346626892870034
2020,2020-06-12,9,107.18618162699144,107.045484608487,106.864725370557,107.885557854203,0.31921410873583345,1.0208324836460037
2020,2020-06-13,9,107.26222200309277,107.063855995809,106.891786232115,107.894244704078,0.35134170782267377,1.0024584719630099
2020,2020-06-14,9,107.2713568076541,107.059146227009,106.910345513219,107.893054885902,0.34898999321578517,0.9827093726830043
2020,2020-06-15,9,107.27618259369956,107.053602255959,106.907131883054,107.920005862147,0.37133548560667123,1.012873979092987
2020,2020-06-16,9,107.30601749338656,107.088128930653,106.914272694564,107.926556475783,0.38900435995657195,1.012283781218997
2020,2020-06-17,9,107.31216861886745,107.130642126914,106.922346344137,107.899100377953,0.3612420863310184,0.9767540338160074
2020,2020-06-18,9,107.30819681350923,107.154462523531,106.928873386951,107.867462472689,0.35077622552325594,0.9385890857380019
2020,2020-06-19,9,107.32073272389111,107.169742789645,106.933301522405,107.925148813222,0.36035266242823305,0.9918472908169917
2020,2020-06-20,9,107.32574561169878,107.170063921932,106.948433620585,107.882928439508,0.3525342978271227,0.9344948189229996
2020,2020-06-21,9,107.33723515123222,107.171069142266,106.964881831031,107.890544174779,0.35098548555494474,0.9256623437480016
2020,2020-06-22,9,107.35627797478689,107.211491486759,106.982190203835,107.912459944952,0.34977005443449616,0.9302697411170016
2020,2020-06-23,9,107.39023057434677,107.260961076461,107.014985278391,107.939658430773,0.34220210921304806,0.9246731523819989
2020,2020-06-24,9,107.40803032427701,107.268309511413,107.046162026172,107.946806928578,0.3296062855691869,0.9006449024060004
2020,2020-06-25,9,107.43784207240344,107.278834478562,107.078408058153,107.965589746325,0.32930752550257075,0.8871816881719923
2020,2020-06-26,9,107.45882696013255,107.292879366681,107.098036797218,107.974220433529,0.32148425659259494,0.8761836363109978
2020,2020-06-27,9,107.47985602232633,107.301040643361,107.126042573256,107.996748085731,0.3197120980446972,0.8707055124749985
2020,2020-06-28,9,107.49106933258878,107.321288349856,107.14768911655,107.984362290413,0.31476552280071934,0.8366731738630051
2020,2020-06-29,9,107.50849493729,107.347721953754,107.168123239692,108.001055445844,0.2999420536308216,0.8329322061520088
2020,2020-06-30,9,107.51180789079955,107.386088120084,107.181399913671,107.996947309109,0.2741071795907979,0.8155473954380028
2020,2020-07-01,9,107.52598024348089,107.432856105415,107.208741964611,107.993928137461,0.26246420348379784,0.785186172850004
2020,2020-07-02,9,107.562882716518,107.461729000487,107.236537185276,107.995379377461,0.2713896957856571,0.7588421921849999
2020,2020-07-03,9,107.62395658241,107.524420928036,107.41311460341,107.998473546823,0.22688847197076092,0.5853589434130129
2020,2020-07-04,9,107.69161114264956,107.60144506871,107.482443100174,108.015728928263,0.19917068375119426,0.5332858280890065
2020,2020-07-05,9,107.69483882661511,107.607821547273,107.510815272812,107.978250190804,0.17816047853838854,0.46743491799200854
2020,2020-07-06,9,107.69460839528777,107.624017977454,107.518576654701,107.931665999622,0.16245472081791806,0.4130893449210049
