duplicate_group_key,scene_id,canonical_rank,is_canonical_scene,canonical_scene_id,duplicate_group_size,platform,datetime,end_datetime,orbit_state,relative_orbit,bbox,vv_assets_n,vh_assets_n,data_role_assets_n,tiff_assets_n,asset_rows_n
"S1A|2015-06-07 05:34:51.580930+00:00|2015-06-07 05:35:20.495678+00:00|descending|66|(6.643266, 45.078396, 10.304836, 47.212372)",S1A_IW_GRDH_1SDV_20150607T053451_20150607T053520_006263_008344_BC7D_COG,1,True,S1A_IW_GRDH_1SDV_20150607T053451_20150607T053520_006263_008344_BC7D_COG,1,S1A,2015-06-07 05:34:51.580930+00:00,2015-06-07 05:35:20.495678+00:00,descending,66,"[6.643266, 45.078396, 10.304836, 47.212372]",4,4,3,2,11
"S1A|2015-06-07 05:35:20.497174+00:00|2015-06-07 05:35:45.495994+00:00|descending|66|(6.314812, 43.579262, 9.862043, 45.474327)",S1A_IW_GRDH_1SDV_20150607T053520_20150607T053545_006263_008344_2741_COG,1,True,S1A_IW_GRDH_1SDV_20150607T053520_20150607T053545_006263_008344_2741_COG,1,S1A,2015-06-07 05:35:20.497174+00:00,2015-06-07 05:35:45.495994+00:00,descending,66,"[6.314812, 43.579262, 9.862043, 45.474327]",4,4,3,2,11
"S1A|2015-06-14 05:26:42.013974+00:00|2015-06-14 05:27:10.917763+00:00|descending|168|(8.6502, 44.853794, 12.306503, 46.986313)",S1A_IW_GRDH_1SDV_20150614T052642_20150614T052710_006365_00862F_7CF0_COG,1,True,S1A_IW_GRDH_1SDV_20150614T052642_20150614T052710_006365_00862F_7CF0_COG,1,S1A,2015-06-14 05:26:42.013974+00:00,2015-06-14 05:27:10.917763+00:00,descending,168,"[8.6502, 44.853794, 12.306503, 46.986313]",4,4,3,2,11
"S1A|2015-06-15 17:14:26.780736+00:00|2015-06-15 17:14:51.778781+00:00|ascending|15|(7.778911, 44.188503, 11.354346, 46.084152)",S1A_IW_GRDH_1SDV_20150615T171426_20150615T171451_006387_0086C9_677D_COG,1,True,S1A_IW_GRDH_1SDV_20150615T171426_20150615T171451_006387_0086C9_677D_COG,1,S1A,2015-06-15 17:14:26.780736+00:00,2015-06-15 17:14:51.778781+00:00,ascending,15,"[7.778911, 44.188503, 11.354346, 46.084152]",4,4,3,2,11
"S1A|2015-06-19 05:34:52.148436+00:00|2015-06-19 05:35:21.058478+00:00|descending|66|(6.642821, 45.078499, 10.3046, 47.212063)",S1A_IW_GRDH_1SDV_20150619T053452_20150619T053521_006438_008841_0C7C_COG,1,True,S1A_IW_GRDH_1SDV_20150619T053452_20150619T053521_006438_008841_0C7C_COG,1,S1A,2015-06-19 05:34:52.148436+00:00,2015-06-19 05:35:21.058478+00:00,descending,66,"[6.642821, 45.078499, 10.3046, 47.212063]",4,4,3,2,11
"S1A|2015-06-26 05:26:42.760543+00:00|2015-06-26 05:27:11.667196+00:00|descending|168|(8.650721, 44.853729, 12.306854, 46.986435)",S1A_IW_GRDH_1SDV_20150626T052642_20150626T052711_006540_008B28_6BB4_COG,1,True,S1A_IW_GRDH_1SDV_20150626T052642_20150626T052711_006540_008B28_6BB4_COG,1,S1A,2015-06-26 05:26:42.760543+00:00,2015-06-26 05:27:11.667196+00:00,descending,168,"[8.650721, 44.853729, 12.306854, 46.986435]",4,4,3,2,11
"S1A|2015-06-27 17:14:27.639146+00:00|2015-06-27 17:14:52.637568+00:00|ascending|15|(7.777289, 44.188499, 11.353368, 46.084286)",S1A_IW_GRDH_1SDV_20150627T171427_20150627T171452_006562_008BB6_62AA_COG,1,True,S1A_IW_GRDH_1SDV_20150627T171427_20150627T171452_006562_008BB6_62AA_COG,1,S1A,2015-06-27 17:14:27.639146+00:00,2015-06-27 17:14:52.637568+00:00,ascending,15,"[7.777289, 44.188499, 11.353368, 46.084286]",4,4,3,2,11
"S1A|2015-07-01 05:34:52.121898+00:00|2015-07-01 05:35:21.021392+00:00|descending|66|(6.641052, 45.078526, 10.302719, 47.211437)",S1A_IW_GRDH_1SDV_20150701T053452_20150701T053521_006613_008D1C_BA62_COG,1,True,S1A_IW_GRDH_1SDV_20150701T053452_20150701T053521_006613_008D1C_BA62_COG,1,S1A,2015-07-01 05:34:52.121898+00:00,2015-07-01 05:35:21.021392+00:00,descending,66,"[6.641052, 45.078526, 10.302719, 47.211437]",4,4,3,2,11
"S1A|2015-07-01 05:35:21.022888+00:00|2015-07-01 05:35:46.021451+00:00|descending|66|(6.312795, 43.579384, 9.859603, 45.474335)",S1A_IW_GRDH_1SDV_20150701T053521_20150701T053546_006613_008D1C_4F50_COG,1,True,S1A_IW_GRDH_1SDV_20150701T053521_20150701T053546_006613_008D1C_4F50_COG,1,S1A,2015-07-01 05:35:21.022888+00:00,2015-07-01 05:35:46.021451+00:00,descending,66,"[6.312795, 43.579384, 9.859603, 45.474335]",4,4,3,2,11
"S1A|2015-07-02 17:22:41.530066+00:00|2015-07-02 17:23:06.529162+00:00|ascending|88|(5.713297, 44.24649, 9.357375, 46.144814)",S1A_IW_GRDH_1SDV_20150702T172241_20150702T172306_006635_008DA4_BB6D_COG,1,True,S1A_IW_GRDH_1SDV_20150702T172241_20150702T172306_006635_008DA4_BB6D_COG,1,S1A,2015-07-02 17:22:41.530066+00:00,2015-07-02 17:23:06.529162+00:00,ascending,88,"[5.713297, 44.24649, 9.357375, 46.144814]",4,4,3,2,11
"S1A|2015-07-08 05:26:42.069908+00:00|2015-07-08 05:27:17.391779+00:00|descending|168|(8.577674, 44.47506, 12.264106, 46.98481)",S1A_IW_GRDH_1SDV_20150708T052642_20150708T052717_006715_008FD3_506E_COG,1,True,S1A_IW_GRDH_1SDV_20150708T052642_20150708T052717_006715_008FD3_506E_COG,1,S1A,2015-07-08 05:26:42.069908+00:00,2015-07-08 05:27:17.391779+00:00,descending,168,"[8.577674, 44.47506, 12.264106, 46.98481]",4,4,3,2,11
"S1A|2015-07-09 17:14:26.849183+00:00|2015-07-09 17:14:51.847249+00:00|ascending|15|(7.778789, 44.188457, 11.354259, 46.084194)",S1A_IW_GRDH_1SDV_20150709T171426_20150709T171451_006737_009069_C5EF_COG,1,True,S1A_IW_GRDH_1SDV_20150709T171426_20150709T171451_006737_009069_C5EF_COG,1,S1A,2015-07-09 17:14:26.849183+00:00,2015-07-09 17:14:51.847249+00:00,ascending,15,"[7.778789, 44.188457, 11.354259, 46.084194]",4,4,3,2,11
"S1A|2015-07-13 05:34:52.544109+00:00|2015-07-13 05:35:21.453953+00:00|descending|66|(6.643077, 45.078487, 10.304767, 47.212044)",S1A_IW_GRDH_1SDV_20150713T053452_20150713T053521_006788_0091FF_470D_COG,1,True,S1A_IW_GRDH_1SDV_20150713T053452_20150713T053521_006788_0091FF_470D_COG,1,S1A,2015-07-13 05:34:52.544109+00:00,2015-07-13 05:35:21.453953+00:00,descending,66,"[6.643077, 45.078487, 10.304767, 47.212044]",4,4,3,2,11
"S1A|2015-07-13 05:35:21.455448+00:00|2015-07-13 05:35:46.453907+00:00|descending|66|(6.314782, 43.579346, 9.861492, 45.474312)",S1A_IW_GRDH_1SDV_20150713T053521_20150713T053546_006788_0091FF_45DD_COG,1,True,S1A_IW_GRDH_1SDV_20150713T053521_20150713T053546_006788_0091FF_45DD_COG,1,S1A,2015-07-13 05:35:21.455448+00:00,2015-07-13 05:35:46.453907+00:00,descending,66,"[6.314782, 43.579346, 9.861492, 45.474312]",4,4,3,2,11
"S1A|2015-07-14 17:22:42.014693+00:00|2015-07-14 17:23:07.013872+00:00|ascending|88|(5.714118, 44.246357, 9.35831, 46.144722)",S1A_IW_GRDH_1SDV_20150714T172242_20150714T172307_006810_0092A3_18D0_COG,1,True,S1A_IW_GRDH_1SDV_20150714T172242_20150714T172307_006810_0092A3_18D0_COG,1,S1A,2015-07-14 17:22:42.014693+00:00,2015-07-14 17:23:07.013872+00:00,ascending,88,"[5.714118, 44.246357, 9.35831, 46.144722]",4,4,3,2,11
"S1A|2015-07-20 05:26:37.604910+00:00|2015-07-20 05:27:06.521685+00:00|descending|168|(8.729129, 45.186913, 12.370461, 47.318352)",S1A_IW_GRDH_1SDV_20150720T052637_20150720T052706_006890_0094E5_8481_COG,1,True,S1A_IW_GRDH_1SDV_20150720T052637_20150720T052706_006890_0094E5_8481_COG,1,S1A,2015-07-20 05:26:37.604910+00:00,2015-07-20 05:27:06.521685+00:00,descending,168,"[8.729129, 45.186913, 12.370461, 47.318352]",4,4,3,2,11
"S1A|2015-07-20 05:27:06.523183+00:00|2015-07-20 05:27:31.522135+00:00|descending|168|(8.396688, 43.688293, 11.931108, 45.579823)",S1A_IW_GRDH_1SDV_20150720T052706_20150720T052731_006890_0094E5_47E5_COG,1,True,S1A_IW_GRDH_1SDV_20150720T052706_20150720T052731_006890_0094E5_47E5_COG,1,S1A,2015-07-20 05:27:06.523183+00:00,2015-07-20 05:27:31.522135+00:00,descending,168,"[8.396688, 43.688293, 11.931108, 45.579823]",4,4,3,2,11
"S1A|2015-07-21 17:14:27.968370+00:00|2015-07-21 17:14:52.966295+00:00|ascending|15|(7.778223, 44.188671, 11.353434, 46.084339)",S1A_IW_GRDH_1SDV_20150721T171427_20150721T171452_006912_00957B_A420_COG,1,True,S1A_IW_GRDH_1SDV_20150721T171427_20150721T171452_006912_00957B_A420_COG,1,S1A,2015-07-21 17:14:27.968370+00:00,2015-07-21 17:14:52.966295+00:00,ascending,15,"[7.778223, 44.188671, 11.353434, 46.084339]",4,4,3,2,11
"S1A|2015-07-25 05:34:53.439584+00:00|2015-07-25 05:35:22.351159+00:00|descending|66|(6.643322, 45.07835, 10.304628, 47.21212)",S1A_IW_GRDH_1SDV_20150725T053453_20150725T053522_006963_009700_FC29_COG,1,True,S1A_IW_GRDH_1SDV_20150725T053453_20150725T053522_006963_009700_FC29_COG,1,S1A,2015-07-25 05:34:53.439584+00:00,2015-07-25 05:35:22.351159+00:00,descending,66,"[6.643322, 45.07835, 10.304628, 47.21212]",4,4,3,2,11
"S1A|2015-07-25 05:35:22.352655+00:00|2015-07-25 05:35:47.351318+00:00|descending|66|(6.314868, 43.579208, 9.861843, 45.474258)",S1A_IW_GRDH_1SDV_20150725T053522_20150725T053547_006963_009700_911F_COG,1,True,S1A_IW_GRDH_1SDV_20150725T053522_20150725T053547_006963_009700_911F_COG,1,S1A,2015-07-25 05:35:22.352655+00:00,2015-07-25 05:35:47.351318+00:00,descending,66,"[6.314868, 43.579208, 9.861843, 45.474258]",4,4,3,2,11
"S1A|2015-07-26 17:22:42.900890+00:00|2015-07-26 17:23:07.899814+00:00|ascending|88|(5.712722, 44.246632, 9.356726, 46.144993)",S1A_IW_GRDH_1SDV_20150726T172242_20150726T172307_006985_009792_1DD8_COG,1,True,S1A_IW_GRDH_1SDV_20150726T172242_20150726T172307_006985_009792_1DD8_COG,1,S1A,2015-07-26 17:22:42.900890+00:00,2015-07-26 17:23:07.899814+00:00,ascending,88,"[5.712722, 44.246632, 9.356726, 46.144993]",4,4,3,2,11
"S1A|2015-08-01 05:26:43.858049+00:00|2015-08-01 05:27:12.760687+00:00|descending|168|(8.655071, 44.856121, 12.288724, 46.985481)",S1A_IW_GRDH_1SDV_20150801T052643_20150801T052712_007065_0099D0_71BA_COG,1,True,S1A_IW_GRDH_1SDV_20150801T052643_20150801T052712_007065_0099D0_71BA_COG,1,S1A,2015-08-01 05:26:43.858049+00:00,2015-08-01 05:27:12.760687+00:00,descending,168,"[8.655071, 44.856121, 12.288724, 46.985481]",4,4,3,2,11
"S1A|2015-08-02 17:14:43.710038+00:00|2015-08-02 17:15:09.742258+00:00|ascending|15|(7.484028, 45.086056, 11.158179, 47.047123)",S1A_IW_GRDH_1SDV_20150802T171443_20150802T171509_007087_009A61_BC34_COG,1,True,S1A_IW_GRDH_1SDV_20150802T171443_20150802T171509_007087_009A61_BC34_COG,1,S1A,2015-08-02 17:14:43.710038+00:00,2015-08-02 17:15:09.742258+00:00,ascending,15,"[7.484028, 45.086056, 11.158179, 47.047123]",4,4,3,2,11
"S1A|2015-08-06 05:34:48.534463+00:00|2015-08-06 05:35:17.457480+00:00|descending|66|(6.721645, 45.411552, 10.409116, 47.540073)",S1A_IW_GRDH_1SDV_20150806T053448_20150806T053517_007138_009BD3_9AB9_COG,1,True,S1A_IW_GRDH_1SDV_20150806T053448_20150806T053517_007138_009BD3_9AB9_COG,1,S1A,2015-08-06 05:34:48.534463+00:00,2015-08-06 05:35:17.457480+00:00,descending,66,"[6.721645, 45.411552, 10.409116, 47.540073]",4,4,3,2,11
"S1A|2015-08-06 05:35:17.458976+00:00|2015-08-06 05:35:42.458148+00:00|descending|66|(6.392298, 43.912518, 9.935987, 45.804443)",S1A_IW_GRDH_1SDV_20150806T053517_20150806T053542_007138_009BD3_F254_COG,1,True,S1A_IW_GRDH_1SDV_20150806T053517_20150806T053542_007138_009BD3_F254_COG,1,S1A,2015-08-06 05:35:17.458976+00:00,2015-08-06 05:35:42.458148+00:00,descending,66,"[6.392298, 43.912518, 9.935987, 45.804443]",4,4,3,2,11
"S1A|2015-08-07 17:22:45.377747+00:00|2015-08-07 17:23:10.376220+00:00|ascending|88|(5.698075, 44.36171, 9.327896, 46.256733)",S1A_IW_GRDH_1SDV_20150807T172245_20150807T172310_007160_009C69_1064_COG,1,True,S1A_IW_GRDH_1SDV_20150807T172245_20150807T172310_007160_009C69_1064_COG,1,S1A,2015-08-07 17:22:45.377747+00:00,2015-08-07 17:23:10.376220+00:00,ascending,88,"[5.698075, 44.36171, 9.327896, 46.256733]",4,4,3,2,11
"S1A|2015-08-13 05:26:44.452681+00:00|2015-08-13 05:27:13.364761+00:00|descending|168|(8.655644, 44.856186, 12.289193, 46.986103)",S1A_IW_GRDH_1SDV_20150813T052644_20150813T052713_007240_009E8F_0E9C_COG,1,True,S1A_IW_GRDH_1SDV_20150813T052644_20150813T052713_007240_009E8F_0E9C_COG,1,S1A,2015-08-13 05:26:44.452681+00:00,2015-08-13 05:27:13.364761+00:00,descending,168,"[8.655644, 44.856186, 12.289193, 46.986103]",4,4,3,2,11
"S1A|2015-08-13 05:27:13.366255+00:00|2015-08-13 05:27:38.365228+00:00|descending|168|(8.32316, 43.357548, 11.839166, 45.249069)",S1A_IW_GRDH_1SDV_20150813T052713_20150813T052738_007240_009E8F_2926_COG,1,True,S1A_IW_GRDH_1SDV_20150813T052713_20150813T052738_007240_009E8F_2926_COG,1,S1A,2015-08-13 05:27:13.366255+00:00,2015-08-13 05:27:38.365228+00:00,descending,168,"[8.32316, 43.357548, 11.839166, 45.249069]",4,4,3,2,11
"S1A|2015-08-14 17:14:29.313543+00:00|2015-08-14 17:14:54.311587+00:00|ascending|15|(7.779164, 44.188522, 11.354367, 46.084183)",S1A_IW_GRDH_1SDV_20150814T171429_20150814T171454_007262_009F26_14CE_COG,1,True,S1A_IW_GRDH_1SDV_20150814T171429_20150814T171454_007262_009F26_14CE_COG,1,S1A,2015-08-14 17:14:29.313543+00:00,2015-08-14 17:14:54.311587+00:00,ascending,15,"[7.779164, 44.188522, 11.354367, 46.084183]",4,4,3,2,11
"S1A|2015-08-18 05:34:49.206993+00:00|2015-08-18 05:35:18.122250+00:00|descending|66|(6.720493, 45.411686, 10.407636, 47.539684)",S1A_IW_GRDH_1SDV_20150818T053449_20150818T053518_007313_00A098_4D22_COG,1,True,S1A_IW_GRDH_1SDV_20150818T053449_20150818T053518_007313_00A098_4D22_COG,1,S1A,2015-08-18 05:34:49.206993+00:00,2015-08-18 05:35:18.122250+00:00,descending,66,"[6.720493, 45.411686, 10.407636, 47.539684]",4,4,3,2,11
"S1A|2015-08-18 05:35:18.123746+00:00|2015-08-18 05:35:43.122678+00:00|descending|66|(6.391319, 43.912647, 9.934729, 45.804485)",S1A_IW_GRDH_1SDV_20150818T053518_20150818T053543_007313_00A098_2B61_COG,1,True,S1A_IW_GRDH_1SDV_20150818T053518_20150818T053543_007313_00A098_2B61_COG,1,S1A,2015-08-18 05:35:18.123746+00:00,2015-08-18 05:35:43.122678+00:00,descending,66,"[6.391319, 43.912647, 9.934729, 45.804485]",4,4,3,2,11
"S1A|2015-08-19 17:22:46.022427+00:00|2015-08-19 17:23:11.021144+00:00|ascending|88|(5.698642, 44.361664, 9.32834, 46.256748)",S1A_IW_GRDH_1SDV_20150819T172246_20150819T172311_007335_00A12A_2900_COG,1,True,S1A_IW_GRDH_1SDV_20150819T172246_20150819T172311_007335_00A12A_2900_COG,1,S1A,2015-08-19 17:22:46.022427+00:00,2015-08-19 17:23:11.021144+00:00,ascending,88,"[5.698642, 44.361664, 9.32834, 46.256748]",4,4,3,2,11
"S1A|2015-08-25 05:26:45.112455+00:00|2015-08-25 05:27:14.027518+00:00|descending|168|(8.655357, 44.856098, 12.288967, 46.986225)",S1A_IW_GRDH_1SDV_20150825T052645_20150825T052714_007415_00A34E_2F41_COG,1,True,S1A_IW_GRDH_1SDV_20150825T052645_20150825T052714_007415_00A34E_2F41_COG,1,S1A,2015-08-25 05:26:45.112455+00:00,2015-08-25 05:27:14.027518+00:00,descending,168,"[8.655357, 44.856098, 12.288967, 46.986225]",4,4,3,2,11
"S1A|2015-08-26 17:14:29.880612+00:00|2015-08-26 17:14:54.880067+00:00|ascending|15|(7.778686, 44.188583, 11.353879, 46.084316)",S1A_IW_GRDH_1SDV_20150826T171429_20150826T171454_007437_00A3E8_5198_COG,1,True,S1A_IW_GRDH_1SDV_20150826T171429_20150826T171454_007437_00A3E8_5198_COG,1,S1A,2015-08-26 17:14:29.880612+00:00,2015-08-26 17:14:54.880067+00:00,ascending,15,"[7.778686, 44.188583, 11.353879, 46.084316]",4,4,3,2,11
"S1A|2015-08-30 05:34:49.710472+00:00|2015-08-30 05:35:18.634770+00:00|descending|66|(6.719585, 45.411697, 10.406863, 47.540188)",S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,1,True,S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,1,S1A,2015-08-30 05:34:49.710472+00:00,2015-08-30 05:35:18.634770+00:00,descending,66,"[6.719585, 45.411697, 10.406863, 47.540188]",4,4,3,2,11
"S1A|2015-08-30 05:35:18.636268+00:00|2015-08-30 05:35:43.635256+00:00|descending|66|(6.390315, 43.912659, 9.933832, 45.804462)",S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,1,True,S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,1,S1A,2015-08-30 05:35:18.636268+00:00,2015-08-30 05:35:43.635256+00:00,descending,66,"[6.390315, 43.912659, 9.933832, 45.804462]",4,4,3,2,11
"S1A|2015-08-31 17:22:46.511122+00:00|2015-08-31 17:23:11.509767+00:00|ascending|88|(5.699825, 44.361809, 9.329595, 46.256779)",S1A_IW_GRDH_1SDV_20150831T172246_20150831T172311_007510_00A5F7_FAD4_COG,1,True,S1A_IW_GRDH_1SDV_20150831T172246_20150831T172311_007510_00A5F7_FAD4_COG,1,S1A,2015-08-31 17:22:46.511122+00:00,2015-08-31 17:23:11.509767+00:00,ascending,88,"[5.699825, 44.361809, 9.329595, 46.256779]",4,4,3,2,11
"S1A|2015-09-06 05:26:45.524925+00:00|2015-09-06 05:27:14.436939+00:00|descending|168|(8.656322, 44.856106, 12.289796, 46.986073)",S1A_IW_GRDH_1SDV_20150906T052645_20150906T052714_007590_00A81D_5CB3_COG,1,True,S1A_IW_GRDH_1SDV_20150906T052645_20150906T052714_007590_00A81D_5CB3_COG,1,S1A,2015-09-06 05:26:45.524925+00:00,2015-09-06 05:27:14.436939+00:00,descending,168,"[8.656322, 44.856106, 12.289796, 46.986073]",4,4,3,2,11
"S1A|2015-09-07 17:14:30.352340+00:00|2015-09-07 17:14:55.351665+00:00|ascending|15|(7.777628, 44.188568, 11.352854, 46.084343)",S1A_IW_GRDH_1SDV_20150907T171430_20150907T171455_007612_00A8B1_49BA_COG,1,True,S1A_IW_GRDH_1SDV_20150907T171430_20150907T171455_007612_00A8B1_49BA_COG,1,S1A,2015-09-07 17:14:30.352340+00:00,2015-09-07 17:14:55.351665+00:00,ascending,15,"[7.777628, 44.188568, 11.352854, 46.084343]",4,4,3,2,11
"S1A|2015-09-11 05:34:50.177525+00:00|2015-09-11 05:35:19.083870+00:00|descending|66|(6.72042, 45.411633, 10.407352, 47.539089)",S1A_IW_GRDH_1SDV_20150911T053450_20150911T053519_007663_00AA27_A71D_COG,1,True,S1A_IW_GRDH_1SDV_20150911T053450_20150911T053519_007663_00AA27_A71D_COG,1,S1A,2015-09-11 05:34:50.177525+00:00,2015-09-11 05:35:19.083870+00:00,descending,66,"[6.72042, 45.411633, 10.407352, 47.539089]",4,4,3,2,11
"S1A|2015-09-11 05:35:19.085366+00:00|2015-09-11 05:35:44.084356+00:00|descending|66|(6.391136, 43.91259, 9.934654, 45.804436)",S1A_IW_GRDH_1SDV_20150911T053519_20150911T053544_007663_00AA27_574A_COG,1,True,S1A_IW_GRDH_1SDV_20150911T053519_20150911T053544_007663_00AA27_574A_COG,1,S1A,2015-09-11 05:35:19.085366+00:00,2015-09-11 05:35:44.084356+00:00,descending,66,"[6.391136, 43.91259, 9.934654, 45.804436]",4,4,3,2,11
"S1A|2015-09-12 17:22:46.979786+00:00|2015-09-12 17:23:11.978448+00:00|ascending|88|(5.699822, 44.361736, 9.329392, 46.256748)",S1A_IW_GRDH_1SDV_20150912T172246_20150912T172311_007685_00AAB1_02BD_COG,1,True,S1A_IW_GRDH_1SDV_20150912T172246_20150912T172311_007685_00AAB1_02BD_COG,1,S1A,2015-09-12 17:22:46.979786+00:00,2015-09-12 17:23:11.978448+00:00,ascending,88,"[5.699822, 44.361736, 9.329392, 46.256748]",4,4,3,2,11
"S1A|2015-09-18 05:26:45.810589+00:00|2015-09-18 05:27:14.716620+00:00|descending|168|(8.6562, 44.856083, 12.289569, 46.985653)",S1A_IW_GRDH_1SDV_20150918T052645_20150918T052714_007765_00ACC0_513F_COG,1,True,S1A_IW_GRDH_1SDV_20150918T052645_20150918T052714_007765_00ACC0_513F_COG,1,S1A,2015-09-18 05:26:45.810589+00:00,2015-09-18 05:27:14.716620+00:00,descending,168,"[8.6562, 44.856083, 12.289569, 46.985653]",4,4,3,2,11
"S1A|2015-09-19 17:14:30.636045+00:00|2015-09-19 17:14:55.633969+00:00|ascending|15|(7.778267, 44.188652, 11.353468, 46.084332)",S1A_IW_GRDH_1SDV_20150919T171430_20150919T171455_007787_00AD57_3475_COG,1,True,S1A_IW_GRDH_1SDV_20150919T171430_20150919T171455_007787_00AD57_3475_COG,1,S1A,2015-09-19 17:14:30.636045+00:00,2015-09-19 17:14:55.633969+00:00,ascending,15,"[7.778267, 44.188652, 11.353468, 46.084332]",4,4,3,2,11
"S1A|2015-09-23 05:34:50.453872+00:00|2015-09-23 05:35:19.361749+00:00|descending|66|(6.721196, 45.411503, 10.408309, 47.539112)",S1A_IW_GRDH_1SDV_20150923T053450_20150923T053519_007838_00AEBF_C1A1_COG,1,True,S1A_IW_GRDH_1SDV_20150923T053450_20150923T053519_007838_00AEBF_C1A1_COG,1,S1A,2015-09-23 05:34:50.453872+00:00,2015-09-23 05:35:19.361749+00:00,descending,66,"[6.721196, 45.411503, 10.408309, 47.539112]",4,4,3,2,11
"S1A|2015-09-23 05:35:19.363246+00:00|2015-09-23 05:35:44.362268+00:00|descending|66|(6.391998, 43.912464, 9.935539, 45.804359)",S1A_IW_GRDH_1SDV_20150923T053519_20150923T053544_007838_00AEBF_4476_COG,1,True,S1A_IW_GRDH_1SDV_20150923T053519_20150923T053544_007838_00AEBF_4476_COG,1,S1A,2015-09-23 05:35:19.363246+00:00,2015-09-23 05:35:44.362268+00:00,descending,66,"[6.391998, 43.912464, 9.935539, 45.804359]",4,4,3,2,11
"S1A|2015-09-24 17:22:47.265578+00:00|2015-09-24 17:23:12.264211+00:00|ascending|88|(5.699269, 44.361759, 9.328921, 46.25679)",S1A_IW_GRDH_1SDV_20150924T172247_20150924T172312_007860_00AF57_E989_COG,1,True,S1A_IW_GRDH_1SDV_20150924T172247_20150924T172312_007860_00AF57_E989_COG,1,S1A,2015-09-24 17:22:47.265578+00:00,2015-09-24 17:23:12.264211+00:00,ascending,88,"[5.699269, 44.361759, 9.328921, 46.25679]",4,4,3,2,11
"S1A|2015-09-30 05:26:46.091760+00:00|2015-09-30 05:27:15.006845+00:00|descending|168|(8.655999, 44.856113, 12.289435, 46.986206)",S1A_IW_GRDH_1SDV_20150930T052646_20150930T052715_007940_00B17D_D429_COG,1,True,S1A_IW_GRDH_1SDV_20150930T052646_20150930T052715_007940_00B17D_D429_COG,1,S1A,2015-09-30 05:26:46.091760+00:00,2015-09-30 05:27:15.006845+00:00,descending,168,"[8.655999, 44.856113, 12.289435, 46.986206]",4,4,3,2,11
"S1A|2016-04-02 05:35:07.257277+00:00|2016-04-02 05:35:32.255841+00:00|descending|66|(6.477502, 44.525257, 10.0959, 46.423733)",S1A_IW_GRDH_1SDV_20160402T053507_20160402T053532_010638_00FD7A_79D1_COG,1,True,S1A_IW_GRDH_1SDV_20160402T053507_20160402T053532_010638_00FD7A_79D1_COG,1,S1A,2016-04-02 05:35:07.257277+00:00,2016-04-02 05:35:32.255841+00:00,descending,66,"[6.477502, 44.525257, 10.0959, 46.423733]",4,4,3,2,11
"S1A|2016-04-03 17:22:32.596132+00:00|2016-04-03 17:22:57.594778+00:00|ascending|88|(5.912522, 43.588673, 9.478262, 45.492058)",S1A_IW_GRDH_1SDV_20160403T172232_20160403T172257_010660_00FE19_AAB5_COG,1,True,S1A_IW_GRDH_1SDV_20160403T172232_20160403T172257_010660_00FE19_AAB5_COG,1,S1A,2016-04-03 17:22:32.596132+00:00,2016-04-03 17:22:57.594778+00:00,ascending,88,"[5.912522, 43.588673, 9.478262, 45.492058]",4,4,3,2,11
"S1A|2016-04-03 17:22:57.596268+00:00|2016-04-03 17:23:22.593416+00:00|ascending|88|(5.459365, 45.091957, 9.180699, 46.98737)",S1A_IW_GRDH_1SDV_20160403T172257_20160403T172322_010660_00FE19_37E9_COG,1,True,S1A_IW_GRDH_1SDV_20160403T172257_20160403T172322_010660_00FE19_37E9_COG,1,S1A,2016-04-03 17:22:57.596268+00:00,2016-04-03 17:23:22.593416+00:00,ascending,88,"[5.459365, 45.091957, 9.180699, 46.98737]",4,4,3,2,11
"S1A|2016-04-09 05:26:43.539123+00:00|2016-04-09 05:27:08.538085+00:00|descending|168|(8.685734, 45.135654, 12.32355, 47.036652)",S1A_IW_GRDH_1SDV_20160409T052643_20160409T052708_010740_01007E_0970_COG,1,True,S1A_IW_GRDH_1SDV_20160409T052643_20160409T052708_010740_01007E_0970_COG,1,S1A,2016-04-09 05:26:43.539123+00:00,2016-04-09 05:27:08.538085+00:00,descending,168,"[8.685734, 45.135654, 12.32355, 47.036652]",4,4,3,2,11
"S1A|2016-04-09 05:27:08.539575+00:00|2016-04-09 05:27:33.538536+00:00|descending|168|(8.35404, 43.63707, 11.935093, 45.534496)",S1A_IW_GRDH_1SDV_20160409T052708_20160409T052733_010740_01007E_8152_COG,1,True,S1A_IW_GRDH_1SDV_20160409T052708_20160409T052733_010740_01007E_8152_COG,1,S1A,2016-04-09 05:27:08.539575+00:00,2016-04-09 05:27:33.538536+00:00,descending,168,"[8.35404, 43.63707, 11.935093, 45.534496]",4,4,3,2,11
