duplicate_group_key,scene_id,canonical_rank,is_canonical_scene,canonical_scene_id,duplicate_group_size,platform,datetime,end_datetime,orbit_state,relative_orbit,bbox,vv_assets_n,vh_assets_n,data_role_assets_n,tiff_assets_n,asset_rows_n
"S1A|2025-07-16 17:15:08.687127+00:00|2025-07-16 17:15:33.685682+00:00|ascending|15|(7.748167, 44.362148, 11.405728, 46.266796)",S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,1,True,S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,1,S1A,2025-07-16 17:15:08.687127+00:00,2025-07-16 17:15:33.685682+00:00,ascending,15,"[7.748167, 44.362148, 11.405728, 46.266796]",4,4,3,2,11
"S1A|2025-07-20 05:35:35.508084+00:00|2025-07-20 05:36:00.506364+00:00|descending|66|(6.52503, 45.036884, 10.233145, 46.947075)",S1A_IW_GRDH_1SDV_20250720T053535_20250720T053600_060163_0779C8_7E83_COG,1,True,S1A_IW_GRDH_1SDV_20250720T053535_20250720T053600_060163_0779C8_7E83_COG,1,S1A,2025-07-20 05:35:35.508084+00:00,2025-07-20 05:36:00.506364+00:00,descending,66,"[6.52503, 45.036884, 10.233145, 46.947075]",4,4,3,2,11
"S1A|2025-07-20 05:36:00.507919+00:00|2025-07-20 05:36:25.507702+00:00|descending|66|(6.199944, 43.537598, 9.850755, 45.444469)",S1A_IW_GRDH_1SDV_20250720T053600_20250720T053625_060163_0779C8_AD23_COG,1,True,S1A_IW_GRDH_1SDV_20250720T053600_20250720T053625_060163_0779C8_AD23_COG,1,S1A,2025-07-20 05:36:00.507919+00:00,2025-07-20 05:36:25.507702+00:00,descending,66,"[6.199944, 43.537598, 9.850755, 45.444469]",4,4,3,2,11
"S1A|2025-07-21 17:23:14.831042+00:00|2025-07-21 17:23:39.829683+00:00|ascending|88|(5.810467, 43.922268, 9.456643, 45.824745)",S1A_IW_GRDH_1SDV_20250721T172314_20250721T172339_060185_077A86_2EA1_COG,1,True,S1A_IW_GRDH_1SDV_20250721T172314_20250721T172339_060185_077A86_2EA1_COG,1,S1A,2025-07-21 17:23:14.831042+00:00,2025-07-21 17:23:39.829683+00:00,ascending,88,"[5.810467, 43.922268, 9.456643, 45.824745]",4,4,3,2,11
"S1A|2025-07-21 17:23:39.831182+00:00|2025-07-21 17:24:04.828324+00:00|ascending|88|(5.363546, 45.421135, 9.128538, 47.320896)",S1A_IW_GRDH_1SDV_20250721T172339_20250721T172404_060185_077A86_C761_COG,1,True,S1A_IW_GRDH_1SDV_20250721T172339_20250721T172404_060185_077A86_C761_COG,1,S1A,2025-07-21 17:23:39.831182+00:00,2025-07-21 17:24:04.828324+00:00,ascending,88,"[5.363546, 45.421135, 9.128538, 47.320896]",4,4,3,2,11
"S1A|2025-07-27 05:27:22.654801+00:00|2025-07-27 05:27:47.654257+00:00|descending|168|(8.57044, 44.97744, 12.283084, 46.886833)",S1A_IW_GRDH_1SDV_20250727T052722_20250727T052747_060265_077D4D_552A_COG,1,True,S1A_IW_GRDH_1SDV_20250727T052722_20250727T052747_060265_077D4D_552A_COG,1,S1A,2025-07-27 05:27:22.654801+00:00,2025-07-27 05:27:47.654257+00:00,descending,168,"[8.57044, 44.97744, 12.283084, 46.886833]",4,4,3,2,11
"S1A|2025-07-27 05:27:47.655701+00:00|2025-07-27 05:28:12.653655+00:00|descending|168|(8.240967, 43.478889, 11.892601, 45.385021)",S1A_IW_GRDH_1SDV_20250727T052747_20250727T052812_060265_077D4D_2560_COG,1,True,S1A_IW_GRDH_1SDV_20250727T052747_20250727T052812_060265_077D4D_2560_COG,1,S1A,2025-07-27 05:27:47.655701+00:00,2025-07-27 05:28:12.653655+00:00,descending,168,"[8.240967, 43.478889, 11.892601, 45.385021]",4,4,3,2,11
"S1A|2025-07-28 17:15:08.417230+00:00|2025-07-28 17:15:33.415825+00:00|ascending|15|(7.747767, 44.362118, 11.405317, 46.266781)",S1A_IW_GRDH_1SDV_20250728T171508_20250728T171533_060287_077E07_4C7A_COG,1,True,S1A_IW_GRDH_1SDV_20250728T171508_20250728T171533_060287_077E07_4C7A_COG,1,S1A,2025-07-28 17:15:08.417230+00:00,2025-07-28 17:15:33.415825+00:00,ascending,15,"[7.747767, 44.362118, 11.405317, 46.266781]",4,4,3,2,11
"S1A|2025-08-01 05:35:35.253694+00:00|2025-08-01 05:36:00.253463+00:00|descending|66|(6.525814, 45.036713, 10.233968, 46.947044)",S1A_IW_GRDH_1SDV_20250801T053535_20250801T053600_060338_077FCB_C5C7_COG,1,True,S1A_IW_GRDH_1SDV_20250801T053535_20250801T053600_060338_077FCB_C5C7_COG,1,S1A,2025-08-01 05:35:35.253694+00:00,2025-08-01 05:36:00.253463+00:00,descending,66,"[6.525814, 45.036713, 10.233968, 46.947044]",4,4,3,2,11
"S1A|2025-08-01 05:36:00.254963+00:00|2025-08-01 05:36:25.253232+00:00|descending|66|(6.200696, 43.537521, 9.851518, 45.444351)",S1A_IW_GRDH_1SDV_20250801T053600_20250801T053625_060338_077FCB_46B5_COG,1,True,S1A_IW_GRDH_1SDV_20250801T053600_20250801T053625_060338_077FCB_46B5_COG,1,S1A,2025-08-01 05:36:00.254963+00:00,2025-08-01 05:36:25.253232+00:00,descending,66,"[6.200696, 43.537521, 9.851518, 45.444351]",4,4,3,2,11
"S1A|2025-08-02 17:23:14.620765+00:00|2025-08-02 17:23:39.619162+00:00|ascending|88|(5.808553, 43.922096, 9.45456, 45.824604)",S1A_IW_GRDH_1SDV_20250802T172314_20250802T172339_060360_07808C_6261_COG,1,True,S1A_IW_GRDH_1SDV_20250802T172314_20250802T172339_060360_07808C_6261_COG,1,S1A,2025-08-02 17:23:14.620765+00:00,2025-08-02 17:23:39.619162+00:00,ascending,88,"[5.808553, 43.922096, 9.45456, 45.824604]",4,4,3,2,11
"S1A|2025-08-02 17:23:39.620661+00:00|2025-08-02 17:24:04.619058+00:00|ascending|88|(5.361454, 45.420937, 9.126466, 47.320831)",S1A_IW_GRDH_1SDV_20250802T172339_20250802T172404_060360_07808C_9BD3_COG,1,True,S1A_IW_GRDH_1SDV_20250802T172339_20250802T172404_060360_07808C_9BD3_COG,1,S1A,2025-08-02 17:23:39.620661+00:00,2025-08-02 17:24:04.619058+00:00,ascending,88,"[5.361454, 45.420937, 9.126466, 47.320831]",4,4,3,2,11
"S1A|2025-08-08 05:27:22.524330+00:00|2025-08-08 05:27:47.523782+00:00|descending|168|(8.570549, 44.977402, 12.283239, 46.886822)",S1A_IW_GRDH_1SDV_20250808T052722_20250808T052747_060440_078378_286F_COG,1,True,S1A_IW_GRDH_1SDV_20250808T052722_20250808T052747_060440_078378_286F_COG,1,S1A,2025-08-08 05:27:22.524330+00:00,2025-08-08 05:27:47.523782+00:00,descending,168,"[8.570549, 44.977402, 12.283239, 46.886822]",4,4,3,2,11
"S1A|2025-08-08 05:27:47.525281+00:00|2025-08-08 05:28:12.523234+00:00|descending|168|(8.240916, 43.478855, 11.892699, 45.385025)",S1A_IW_GRDH_1SDV_20250808T052747_20250808T052812_060440_078378_AB1B_COG,1,True,S1A_IW_GRDH_1SDV_20250808T052747_20250808T052812_060440_078378_AB1B_COG,1,S1A,2025-08-08 05:27:47.525281+00:00,2025-08-08 05:28:12.523234+00:00,descending,168,"[8.240916, 43.478855, 11.892699, 45.385025]",4,4,3,2,11
"S1A|2025-08-09 17:15:08.324542+00:00|2025-08-09 17:15:33.323164+00:00|ascending|15|(7.747299, 44.362125, 11.40496, 46.266811)",S1A_IW_GRDH_1SDV_20250809T171508_20250809T171533_060462_078450_FBFC_COG,1,True,S1A_IW_GRDH_1SDV_20250809T171508_20250809T171533_060462_078450_FBFC_COG,1,S1A,2025-08-09 17:15:08.324542+00:00,2025-08-09 17:15:33.323164+00:00,ascending,15,"[7.747299, 44.362125, 11.40496, 46.266811]",4,4,3,2,11
"S1A|2025-08-13 05:35:35.185287+00:00|2025-08-13 05:36:00.183606+00:00|descending|66|(6.526288, 45.036777, 10.234607, 46.947048)",S1A_IW_GRDH_1SDV_20250813T053535_20250813T053600_060513_078654_CFFF_COG,1,True,S1A_IW_GRDH_1SDV_20250813T053535_20250813T053600_060513_078654_CFFF_COG,1,S1A,2025-08-13 05:35:35.185287+00:00,2025-08-13 05:36:00.183606+00:00,descending,66,"[6.526288, 45.036777, 10.234607, 46.947048]",4,4,3,2,11
"S1A|2025-08-13 05:36:00.185105+00:00|2025-08-13 05:36:25.183424+00:00|descending|66|(6.201275, 43.53759, 9.852118, 45.444435)",S1A_IW_GRDH_1SDV_20250813T053600_20250813T053625_060513_078654_43D0_COG,1,True,S1A_IW_GRDH_1SDV_20250813T053600_20250813T053625_060513_078654_43D0_COG,1,S1A,2025-08-13 05:36:00.185105+00:00,2025-08-13 05:36:25.183424+00:00,descending,66,"[6.201275, 43.53759, 9.852118, 45.444435]",4,4,3,2,11
"S1A|2025-08-14 17:23:14.580449+00:00|2025-08-14 17:23:39.579186+00:00|ascending|88|(5.807759, 43.922066, 9.454173, 45.824673)",S1A_IW_GRDH_1SDV_20250814T172314_20250814T172339_060535_07872E_1488_COG,1,True,S1A_IW_GRDH_1SDV_20250814T172314_20250814T172339_060535_07872E_1488_COG,1,S1A,2025-08-14 17:23:14.580449+00:00,2025-08-14 17:23:39.579186+00:00,ascending,88,"[5.807759, 43.922066, 9.454173, 45.824673]",4,4,3,2,11
"S1A|2025-08-14 17:23:39.580685+00:00|2025-08-14 17:24:04.579421+00:00|ascending|88|(5.360611, 45.420918, 9.125916, 47.3209)",S1A_IW_GRDH_1SDV_20250814T172339_20250814T172404_060535_07872E_7090_COG,1,True,S1A_IW_GRDH_1SDV_20250814T172339_20250814T172404_060535_07872E_7090_COG,1,S1A,2025-08-14 17:23:39.580685+00:00,2025-08-14 17:24:04.579421+00:00,ascending,88,"[5.360611, 45.420918, 9.125916, 47.3209]",4,4,3,2,11
"S1A|2025-08-20 05:27:22.417379+00:00|2025-08-20 05:27:47.415384+00:00|descending|168|(8.572685, 44.977341, 12.285537, 46.886742)",S1A_IW_GRDH_1SDV_20250820T052722_20250820T052747_060615_078A5B_8532_COG,1,True,S1A_IW_GRDH_1SDV_20250820T052722_20250820T052747_060615_078A5B_8532_COG,1,S1A,2025-08-20 05:27:22.417379+00:00,2025-08-20 05:27:47.415384+00:00,descending,168,"[8.572685, 44.977341, 12.285537, 46.886742]",4,4,3,2,11
"S1A|2025-08-20 05:27:47.416828+00:00|2025-08-20 05:28:12.414829+00:00|descending|168|(8.242979, 43.478802, 11.894814, 45.385056)",S1A_IW_GRDH_1SDV_20250820T052747_20250820T052812_060615_078A5B_4BC1_COG,1,True,S1A_IW_GRDH_1SDV_20250820T052747_20250820T052812_060615_078A5B_4BC1_COG,1,S1A,2025-08-20 05:27:47.416828+00:00,2025-08-20 05:28:12.414829+00:00,descending,168,"[8.242979, 43.478802, 11.894814, 45.385056]",4,4,3,2,11
"S1A|2025-08-21 17:15:08.331773+00:00|2025-08-21 17:15:33.330528+00:00|ascending|15|(7.74559, 44.362011, 11.421923, 46.268635)",S1A_IW_GRDH_1SDV_20250821T171508_20250821T171533_060637_078B34_9328_COG,1,True,S1A_IW_GRDH_1SDV_20250821T171508_20250821T171533_060637_078B34_9328_COG,1,S1A,2025-08-21 17:15:08.331773+00:00,2025-08-21 17:15:33.330528+00:00,ascending,15,"[7.74559, 44.362011, 11.421923, 46.268635]",4,4,3,2,11
"S1A|2025-08-25 05:35:35.418410+00:00|2025-08-25 05:36:00.416692+00:00|descending|66|(6.52621, 45.036705, 10.234374, 46.946972)",S1A_IW_GRDH_1SDV_20250825T053535_20250825T053600_060688_078D39_F4AB_COG,1,True,S1A_IW_GRDH_1SDV_20250825T053535_20250825T053600_060688_078D39_F4AB_COG,1,S1A,2025-08-25 05:35:35.418410+00:00,2025-08-25 05:36:00.416692+00:00,descending,66,"[6.52621, 45.036705, 10.234374, 46.946972]",4,4,3,2,11
"S1A|2025-08-25 05:36:00.418136+00:00|2025-08-25 05:36:25.417915+00:00|descending|66|(6.201044, 43.53743, 9.851909, 45.444378)",S1A_IW_GRDH_1SDV_20250825T053600_20250825T053625_060688_078D39_F085_COG,1,True,S1A_IW_GRDH_1SDV_20250825T053600_20250825T053625_060688_078D39_F085_COG,1,S1A,2025-08-25 05:36:00.418136+00:00,2025-08-25 05:36:25.417915+00:00,descending,66,"[6.201044, 43.53743, 9.851909, 45.444378]",4,4,3,2,11
"S1A|2025-08-26 17:23:14.763260+00:00|2025-08-26 17:23:39.762002+00:00|ascending|88|(5.807712, 43.92207, 9.454125, 45.82468)",S1A_IW_GRDH_1SDV_20250826T172314_20250826T172339_060710_078E13_CF79_COG,1,True,S1A_IW_GRDH_1SDV_20250826T172314_20250826T172339_060710_078E13_CF79_COG,1,S1A,2025-08-26 17:23:14.763260+00:00,2025-08-26 17:23:39.762002+00:00,ascending,88,"[5.807712, 43.92207, 9.454125, 45.82468]",4,4,3,2,11
"S1A|2025-08-26 17:23:39.763500+00:00|2025-08-26 17:24:04.762242+00:00|ascending|88|(5.360564, 45.420925, 9.125868, 47.320908)",S1A_IW_GRDH_1SDV_20250826T172339_20250826T172404_060710_078E13_B308_COG,1,True,S1A_IW_GRDH_1SDV_20250826T172339_20250826T172404_060710_078E13_B308_COG,1,S1A,2025-08-26 17:23:39.763500+00:00,2025-08-26 17:24:04.762242+00:00,ascending,88,"[5.360564, 45.420925, 9.125868, 47.320908]",4,4,3,2,11
"S1A|2025-09-01 05:27:22.689556+00:00|2025-09-01 05:27:47.687845+00:00|descending|168|(8.573365, 44.977264, 12.286671, 46.886715)",S1A_IW_GRDH_1SDV_20250901T052722_20250901T052747_060790_07913E_7AED_COG,1,True,S1A_IW_GRDH_1SDV_20250901T052722_20250901T052747_060790_07913E_7AED_COG,1,S1A,2025-09-01 05:27:22.689556+00:00,2025-09-01 05:27:47.687845+00:00,descending,168,"[8.573365, 44.977264, 12.286671, 46.886715]",4,4,3,2,11
"S1A|2025-09-01 05:27:47.689345+00:00|2025-09-01 05:28:12.687633+00:00|descending|168|(8.243579, 43.47871, 11.895472, 45.385052)",S1A_IW_GRDH_1SDV_20250901T052747_20250901T052812_060790_07913E_28B5_COG,1,True,S1A_IW_GRDH_1SDV_20250901T052747_20250901T052812_060790_07913E_28B5_COG,1,S1A,2025-09-01 05:27:47.689345+00:00,2025-09-01 05:28:12.687633+00:00,descending,168,"[8.243579, 43.47871, 11.895472, 45.385052]",4,4,3,2,11
"S1A|2025-09-02 17:15:08.421746+00:00|2025-09-02 17:15:33.418929+00:00|ascending|15|(7.743996, 44.362003, 11.4024, 46.266674)",S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,1,True,S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,1,S1A,2025-09-02 17:15:08.421746+00:00,2025-09-02 17:15:33.418929+00:00,ascending,15,"[7.743996, 44.362003, 11.4024, 46.266674]",4,4,3,2,11
"S1A|2025-09-06 05:35:35.448980+00:00|2025-09-06 05:36:00.448904+00:00|descending|66|(6.527933, 45.036713, 10.236373, 46.947155)",S1A_IW_GRDH_1SDV_20250906T053535_20250906T053600_060863_079427_7E1D_COG,1,True,S1A_IW_GRDH_1SDV_20250906T053535_20250906T053600_060863_079427_7E1D_COG,1,S1A,2025-09-06 05:35:35.448980+00:00,2025-09-06 05:36:00.448904+00:00,descending,66,"[6.527933, 45.036713, 10.236373, 46.947155]",4,4,3,2,11
"S1A|2025-09-06 05:36:00.450349+00:00|2025-09-06 05:36:25.448771+00:00|descending|66|(6.202722, 43.537533, 9.853874, 45.444466)",S1A_IW_GRDH_1SDV_20250906T053600_20250906T053625_060863_079427_0677_COG,1,True,S1A_IW_GRDH_1SDV_20250906T053600_20250906T053625_060863_079427_0677_COG,1,S1A,2025-09-06 05:36:00.450349+00:00,2025-09-06 05:36:25.448771+00:00,descending,66,"[6.202722, 43.537533, 9.853874, 45.444466]",4,4,3,2,11
"S1A|2025-09-07 17:23:15.030808+00:00|2025-09-07 17:23:40.029585+00:00|ascending|88|(5.807526, 43.922092, 9.454081, 45.824722)",S1A_IW_GRDH_1SDV_20250907T172315_20250907T172340_060885_079505_303A_COG,1,True,S1A_IW_GRDH_1SDV_20250907T172315_20250907T172340_060885_079505_303A_COG,1,S1A,2025-09-07 17:23:15.030808+00:00,2025-09-07 17:23:40.029585+00:00,ascending,88,"[5.807526, 43.922092, 9.454081, 45.824722]",4,4,3,2,11
"S1A|2025-09-07 17:23:40.031083+00:00|2025-09-07 17:24:05.028362+00:00|ascending|88|(5.360384, 45.420944, 9.125808, 47.320858)",S1A_IW_GRDH_1SDV_20250907T172340_20250907T172405_060885_079505_EAC6_COG,1,True,S1A_IW_GRDH_1SDV_20250907T172340_20250907T172405_060885_079505_EAC6_COG,1,S1A,2025-09-07 17:23:40.031083+00:00,2025-09-07 17:24:05.028362+00:00,ascending,88,"[5.360384, 45.420944, 9.125808, 47.320858]",4,4,3,2,11
"S1A|2025-09-13 05:27:23.153749+00:00|2025-09-13 05:27:48.151835+00:00|descending|168|(8.573159, 44.977268, 12.286592, 46.886753)",S1A_IW_GRDH_1SDV_20250913T052723_20250913T052748_060965_07983E_D7A2_COG,1,True,S1A_IW_GRDH_1SDV_20250913T052723_20250913T052748_060965_07983E_D7A2_COG,1,S1A,2025-09-13 05:27:23.153749+00:00,2025-09-13 05:27:48.151835+00:00,descending,168,"[8.573159, 44.977268, 12.286592, 46.886753]",4,4,3,2,11
"S1A|2025-09-13 05:27:48.153335+00:00|2025-09-13 05:28:13.151420+00:00|descending|168|(8.243346, 43.478737, 11.895385, 45.385105)",S1A_IW_GRDH_1SDV_20250913T052748_20250913T052813_060965_07983E_A1A5_COG,1,True,S1A_IW_GRDH_1SDV_20250913T052748_20250913T052813_060965_07983E_A1A5_COG,1,S1A,2025-09-13 05:27:48.153335+00:00,2025-09-13 05:28:13.151420+00:00,descending,168,"[8.243346, 43.478737, 11.895385, 45.385105]",4,4,3,2,11
"S1A|2025-09-14 17:15:08.879615+00:00|2025-09-14 17:15:33.878363+00:00|ascending|15|(7.742129, 44.36187, 11.400725, 46.266689)",S1A_IW_GRDH_1SDV_20250914T171508_20250914T171533_060987_079920_CA9C_COG,1,True,S1A_IW_GRDH_1SDV_20250914T171508_20250914T171533_060987_079920_CA9C_COG,1,S1A,2025-09-14 17:15:08.879615+00:00,2025-09-14 17:15:33.878363+00:00,ascending,15,"[7.742129, 44.36187, 11.400725, 46.266689]",4,4,3,2,11
"S1A|2025-09-18 05:35:35.825131+00:00|2025-09-18 05:36:00.823569+00:00|descending|66|(6.528504, 45.036697, 10.236961, 46.947109)",S1A_IW_GRDH_1SDV_20250918T053535_20250918T053600_061038_079B2F_4BBA_COG,1,True,S1A_IW_GRDH_1SDV_20250918T053535_20250918T053600_061038_079B2F_4BBA_COG,1,S1A,2025-09-18 05:35:35.825131+00:00,2025-09-18 05:36:00.823569+00:00,descending,66,"[6.528504, 45.036697, 10.236961, 46.947109]",4,4,3,2,11
"S1A|2025-09-18 05:36:00.825069+00:00|2025-09-18 05:36:25.823508+00:00|descending|66|(6.203108, 43.537521, 9.854432, 45.444523)",S1A_IW_GRDH_1SDV_20250918T053600_20250918T053625_061038_079B2F_933C_COG,1,True,S1A_IW_GRDH_1SDV_20250918T053600_20250918T053625_061038_079B2F_933C_COG,1,S1A,2025-09-18 05:36:00.825069+00:00,2025-09-18 05:36:25.823508+00:00,descending,66,"[6.203108, 43.537521, 9.854432, 45.444523]",4,4,3,2,11
"S1A|2025-09-19 17:23:15.338379+00:00|2025-09-19 17:23:40.337260+00:00|ascending|88|(5.806347, 43.921917, 9.453177, 45.824627)",S1A_IW_GRDH_1SDV_20250919T172315_20250919T172340_061060_079C09_E83C_COG,1,True,S1A_IW_GRDH_1SDV_20250919T172315_20250919T172340_061060_079C09_E83C_COG,1,S1A,2025-09-19 17:23:15.338379+00:00,2025-09-19 17:23:40.337260+00:00,ascending,88,"[5.806347, 43.921917, 9.453177, 45.824627]",4,4,3,2,11
"S1A|2025-09-19 17:23:40.338732+00:00|2025-09-19 17:24:05.337611+00:00|ascending|88|(5.358959, 45.420761, 9.124733, 47.320812)",S1A_IW_GRDH_1SDV_20250919T172340_20250919T172405_061060_079C09_4DCF_COG,1,True,S1A_IW_GRDH_1SDV_20250919T172340_20250919T172405_061060_079C09_4DCF_COG,1,S1A,2025-09-19 17:23:40.338732+00:00,2025-09-19 17:24:05.337611+00:00,ascending,88,"[5.358959, 45.420761, 9.124733, 47.320812]",4,4,3,2,11
"S1A|2025-09-25 05:27:23.173877+00:00|2025-09-25 05:27:48.171968+00:00|descending|168|(8.57387, 44.977303, 12.287612, 46.886749)",S1A_IW_GRDH_1SDV_20250925T052723_20250925T052748_061140_079F46_29B0_COG,1,True,S1A_IW_GRDH_1SDV_20250925T052723_20250925T052748_061140_079F46_29B0_COG,1,S1A,2025-09-25 05:27:23.173877+00:00,2025-09-25 05:27:48.171968+00:00,descending,168,"[8.57387, 44.977303, 12.287612, 46.886749]",4,4,3,2,11
"S1A|2025-09-25 05:27:48.173467+00:00|2025-09-25 05:28:13.171558+00:00|descending|168|(8.244207, 43.478771, 11.89623, 45.385105)",S1A_IW_GRDH_1SDV_20250925T052748_20250925T052813_061140_079F46_4257_COG,1,True,S1A_IW_GRDH_1SDV_20250925T052748_20250925T052813_061140_079F46_4257_COG,1,S1A,2025-09-25 05:27:48.173467+00:00,2025-09-25 05:28:13.171558+00:00,descending,168,"[8.244207, 43.478771, 11.89623, 45.385105]",4,4,3,2,11
"S1A|2025-09-26 17:15:04.386371+00:00|2025-09-26 17:15:36.836522+00:00|ascending|15|(7.741314, 44.097477, 11.359644, 46.435089)",S1A_IW_GRDH_1SDV_20250926T171504_20250926T171536_061162_07A027_38A5_COG,1,True,S1A_IW_GRDH_1SDV_20250926T171504_20250926T171536_061162_07A027_38A5_COG,1,S1A,2025-09-26 17:15:04.386371+00:00,2025-09-26 17:15:36.836522+00:00,ascending,15,"[7.741314, 44.097477, 11.359644, 46.435089]",4,4,3,2,11
"S1A|2025-09-26 17:15:08.869330+00:00|2025-09-26 17:15:33.868116+00:00|ascending|15|(7.743872, 44.361877, 11.402405, 46.266682)",S1A_IW_GRDH_1SDV_20250926T171508_20250926T171533_061162_07A027_FF91_COG,1,True,S1A_IW_GRDH_1SDV_20250926T171508_20250926T171533_061162_07A027_FF91_COG,1,S1A,2025-09-26 17:15:08.869330+00:00,2025-09-26 17:15:33.868116+00:00,ascending,15,"[7.743872, 44.361877, 11.402405, 46.266682]",4,4,3,2,11
"S1A|2025-09-26 17:15:29.208455+00:00|2025-09-26 17:16:01.653178+00:00|ascending|15|(7.291328, 45.588005, 11.044007, 47.919518)",S1A_IW_GRDH_1SDV_20250926T171529_20250926T171601_061162_07A027_EFED_COG,1,True,S1A_IW_GRDH_1SDV_20250926T171529_20250926T171601_061162_07A027_EFED_COG,1,S1A,2025-09-26 17:15:29.208455+00:00,2025-09-26 17:16:01.653178+00:00,ascending,15,"[7.291328, 45.588005, 11.044007, 47.919518]",4,4,3,2,11
"S1A|2025-09-30 05:35:35.921921+00:00|2025-09-30 05:36:00.920324+00:00|descending|66|(6.529156, 45.036602, 10.237647, 46.947044)",S1A_IW_GRDH_1SDV_20250930T053535_20250930T053600_061213_07A23B_A441_COG,1,True,S1A_IW_GRDH_1SDV_20250930T053535_20250930T053600_061213_07A23B_A441_COG,1,S1A,2025-09-30 05:35:35.921921+00:00,2025-09-30 05:36:00.920324+00:00,descending,66,"[6.529156, 45.036602, 10.237647, 46.947044]",4,4,3,2,11
"S1A|2025-09-30 05:36:00.921824+00:00|2025-09-30 05:36:25.920226+00:00|descending|66|(6.203845, 43.53743, 9.855069, 45.444447)",S1A_IW_GRDH_1SDV_20250930T053600_20250930T053625_061213_07A23B_FB72_COG,1,True,S1A_IW_GRDH_1SDV_20250930T053600_20250930T053625_061213_07A23B_FB72_COG,1,S1A,2025-09-30 05:36:00.921824+00:00,2025-09-30 05:36:25.920226+00:00,descending,66,"[6.203845, 43.53743, 9.855069, 45.444447]",4,4,3,2,11
"S1B|2016-09-30 05:26:29.229591+00:00|2016-09-30 05:26:54.227418+00:00|descending|168|(8.351551, 43.99036, 12.009457, 45.89135)",S1B_IW_GRDH_1SDV_20160930T052629_20160930T052654_002294_003E0C_0CCA_COG,1,True,S1B_IW_GRDH_1SDV_20160930T052629_20160930T052654_002294_003E0C_0CCA_COG,1,S1B,2016-09-30 05:26:29.229591+00:00,2016-09-30 05:26:54.227418+00:00,descending,168,"[8.351551, 43.99036, 12.009457, 45.89135]",4,4,3,2,11
"S1B|2017-04-03 05:34:25.975795+00:00|2017-04-03 05:34:50.974592+00:00|descending|66|(6.530524, 44.814861, 10.146677, 46.715935)",S1B_IW_GRDH_1SDV_20170403T053425_20170403T053450_004992_008BB2_167E_COG,1,True,S1B_IW_GRDH_1SDV_20170403T053425_20170403T053450_004992_008BB2_167E_COG,1,S1B,2017-04-03 05:34:25.975795+00:00,2017-04-03 05:34:50.974592+00:00,descending,66,"[6.530524, 44.814861, 10.146677, 46.715935]",4,4,3,2,11
"S1B|2017-04-03 05:34:50.976117+00:00|2017-04-03 05:35:15.973419+00:00|descending|66|(6.209477, 43.314903, 9.764807, 45.213409)",S1B_IW_GRDH_1SDV_20170403T053450_20170403T053515_004992_008BB2_4958_COG,1,True,S1B_IW_GRDH_1SDV_20170403T053450_20170403T053515_004992_008BB2_4958_COG,1,S1B,2017-04-03 05:34:50.976117+00:00,2017-04-03 05:35:15.973419+00:00,descending,66,"[6.209477, 43.314903, 9.764807, 45.213409]",4,4,3,2,11
"S1B|2017-04-04 17:21:57.013281+00:00|2017-04-04 17:22:22.011127+00:00|ascending|88|(5.882033, 43.639542, 9.473387, 45.544945)",S1B_IW_GRDH_1SDV_20170404T172157_20170404T172222_005014_008C4A_D122_COG,1,True,S1B_IW_GRDH_1SDV_20170404T172157_20170404T172222_005014_008C4A_D122_COG,1,S1B,2017-04-04 17:21:57.013281+00:00,2017-04-04 17:22:22.011127+00:00,ascending,88,"[5.882033, 43.639542, 9.473387, 45.544945]",4,4,3,2,11
"S1B|2017-04-04 17:22:22.012641+00:00|2017-04-04 17:22:47.011983+00:00|ascending|88|(5.42703, 45.142288, 9.172361, 47.040272)",S1B_IW_GRDH_1SDV_20170404T172222_20170404T172247_005014_008C4A_F7B2_COG,1,True,S1B_IW_GRDH_1SDV_20170404T172222_20170404T172247_005014_008C4A_F7B2_COG,1,S1B,2017-04-04 17:22:22.012641+00:00,2017-04-04 17:22:47.011983+00:00,ascending,88,"[5.42703, 45.142288, 9.172361, 47.040272]",4,4,3,2,11
"S1B|2017-04-10 05:26:21.217174+00:00|2017-04-10 05:26:46.216301+00:00|descending|168|(8.486456, 44.291286, 12.082762, 46.187508)",S1B_IW_GRDH_1SDV_20170410T052621_20170410T052646_005094_008E9F_4080_COG,1,True,S1B_IW_GRDH_1SDV_20170410T052621_20170410T052646_005094_008E9F_4080_COG,1,S1B,2017-04-10 05:26:21.217174+00:00,2017-04-10 05:26:46.216301+00:00,descending,168,"[8.486456, 44.291286, 12.082762, 46.187508]",4,4,3,2,11
"S1B|2017-04-11 17:13:42.761515+00:00|2017-04-11 17:14:07.759621+00:00|ascending|15|(7.911784, 43.593567, 11.568089, 45.501644)",S1B_IW_GRDH_1SDV_20170411T171342_20170411T171407_005116_008F3A_019E_COG,1,True,S1B_IW_GRDH_1SDV_20170411T171342_20170411T171407_005116_008F3A_019E_COG,1,S1B,2017-04-11 17:13:42.761515+00:00,2017-04-11 17:14:07.759621+00:00,ascending,15,"[7.911784, 43.593567, 11.568089, 45.501644]",4,4,3,2,11
